subject,session,run,image_name,category,class_id
sub-05,ses-03,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\train\2008_000373_resized.jpg,train,18
sub-05,ses-01,run-02,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\person\2008_004403_resized.jpg,person,15
sub-15,ses-03,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\boat\n03095699_17813_resized.jpg,boat,3
sub-28,ses-05,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\boat\n03095699_27090_resized.jpg,boat,3
sub-24,ses-04,run-03,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\car\000471_resized.jpg,car,6
sub-29,ses-03,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\train\004603_resized.jpg,train,18
sub-23,ses-04,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\sofa\n04344873_3805_resized.jpg,sofa,17
sub-17,ses-04,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bus\n04487081_19623_resized.jpg,bus,5
sub-17,ses-01,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\aeroplane\2011_002673_resized.jpg,aeroplane,0
sub-05,ses-05,run-03,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\chair\n04099969_2989_resized.jpg,chair,8
sub-28,ses-03,run-02,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\cat\2010_001457_resized.jpg,cat,7
sub-24,ses-03,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\horse\n02389026_6226_resized.jpg,horse,13
sub-24,ses-03,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bottle\n03983396_8101_resized.jpg,bottle,4
sub-14,ses-01,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\chair\n04099969_6911_resized.jpg,chair,8
sub-09,ses-01,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\car\001321_resized.jpg,car,6
sub-24,ses-03,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\sofa\n04344873_7228_resized.jpg,sofa,17
sub-20,ses-02,run-02,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\sheep\n02422699_10484_resized.jpg,sheep,16
sub-05,ses-01,run-02,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\horse\n02389026_14810_resized.jpg,horse,13
sub-17,ses-01,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\diningtable\n03201208_24954_resized.jpg,diningtable,10
sub-20,ses-03,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\bird\008519_resized.jpg,bird,2
sub-03,ses-01,run-01,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\boat\n04483307_466_resized.jpg,boat,3
sub-03,ses-01,run-03,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\person\2008_006732_resized.jpg,person,15
sub-09,ses-05,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\train\2010_002896_resized.jpg,train,18
sub-20,ses-02,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\boat\n04483307_9866_resized.jpg,boat,3
sub-28,ses-02,run-02,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\tvmonitor\n03782006_9131_resized.jpg,tvmonitor,19
sub-19,ses-02,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\horse\2009_000409_resized.jpg,horse,13
sub-17,ses-01,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\flower\n11939491_7883_resized.jpg,flower,12
sub-29,ses-04,run-04,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\boat\2008_007143_resized.jpg,boat,3
sub-15,ses-05,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\chair\n03376595_9536_resized.jpg,chair,8
sub-02,ses-03,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\flower\n11939491_14275_resized.jpg,flower,12
sub-02,ses-03,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\cow\n02410509_771_resized.jpg,cow,9
sub-05,ses-01,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\bus\n04487081_1514_resized.jpg,bus,5
sub-09,ses-03,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\train\008855_resized.jpg,train,18
sub-14,ses-01,run-02,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\dog\2008_003746_resized.jpg,dog,11
sub-29,ses-04,run-02,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\chair\n04099969_3161_resized.jpg,chair,8
sub-02,ses-03,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\sofa\n04344873_21521_resized.jpg,sofa,17
sub-28,ses-02,run-02,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\person\2008_003749_resized.jpg,person,15
sub-23,ses-03,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\car\2008_003415_resized.jpg,car,6
sub-03,ses-04,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\tvmonitor\2008_005439_resized.jpg,tvmonitor,19
sub-23,ses-02,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\sheep\n02412080_13381_resized.jpg,sheep,16
sub-24,ses-01,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\sofa\n04344873_13166_resized.jpg,sofa,17
sub-14,ses-02,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\person\2008_002756_resized.jpg,person,15
sub-03,ses-02,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\car\006415_resized.jpg,car,6
sub-03,ses-01,run-02,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\tvmonitor\007842_resized.jpg,tvmonitor,19
sub-20,ses-03,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\bird\008017_resized.jpg,bird,2
sub-28,ses-03,run-02,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\bicycle\n02835271_14499_resized.jpg,bicycle,1
sub-24,ses-04,run-03,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\motorbike\n03785016_2381_resized.jpg,motorbike,14
sub-19,ses-02,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\cat\2010_001240_resized.jpg,cat,7
sub-20,ses-03,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\sofa\n04344873_15847_resized.jpg,sofa,17
sub-24,ses-04,run-02,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\horse\2010_000849_resized.jpg,horse,13
sub-03,ses-04,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\sheep\005363_resized.jpg,sheep,16
sub-29,ses-01,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\train\2011_001951_resized.jpg,train,18
sub-15,ses-03,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\bicycle\n03792782_15561_resized.jpg,bicycle,1
sub-03,ses-02,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\sheep\n02422699_3560_resized.jpg,sheep,16
sub-14,ses-05,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\diningtable\n03201208_18345_resized.jpg,diningtable,10
sub-29,ses-01,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\motorbike\n03785016_4773_resized.jpg,motorbike,14
sub-20,ses-03,run-02,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\chair\008600_resized.jpg,chair,8
sub-05,ses-01,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\motorbike\n03785016_15972_resized.jpg,motorbike,14
sub-19,ses-04,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\cat\2008_005252_resized.jpg,cat,7
sub-19,ses-04,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bicycle\n02835271_5056_resized.jpg,bicycle,1
sub-24,ses-01,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\sheep\n02415577_8181_resized.jpg,sheep,16
sub-17,ses-05,run-01,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\bicycle\n03792782_11461_resized.jpg,bicycle,1
sub-28,ses-02,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\bicycle\n03792782_2793_resized.jpg,bicycle,1
sub-05,ses-05,run-01,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\sofa\n04344873_10111_resized.jpg,sofa,17
sub-14,ses-01,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\cat\2008_000056_resized.jpg,cat,7
sub-03,ses-02,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\train\2008_007115_resized.jpg,train,18
sub-20,ses-02,run-02,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\chair\n04099969_5688_resized.jpg,chair,8
sub-03,ses-02,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bottle\n03983396_13361_resized.jpg,bottle,4
sub-17,ses-04,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\chair\n04099969_19203_resized.jpg,chair,8
sub-03,ses-01,run-01,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\boat\n04483307_1749_resized.jpg,boat,3
sub-15,ses-03,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\bus\n04487081_15883_resized.jpg,bus,5
sub-20,ses-01,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\tvmonitor\n04152593_21134_resized.jpg,tvmonitor,19
sub-29,ses-01,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\aeroplane\003209_resized.jpg,aeroplane,0
sub-05,ses-05,run-02,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\chair\n04099969_3095_resized.jpg,chair,8
sub-09,ses-01,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\sofa\n04344873_16206_resized.jpg,sofa,17
sub-03,ses-01,run-04,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\tvmonitor\n04152593_79418_resized.jpg,tvmonitor,19
sub-02,ses-03,run-02,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\person\2010_005480_resized.jpg,person,15
sub-24,ses-04,run-04,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\cat\2008_005252_resized.jpg,cat,7
sub-09,ses-05,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\horse\n02389026_8842_resized.jpg,horse,13
sub-20,ses-03,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\bus\2010_005277_resized.jpg,bus,5
sub-19,ses-04,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\car\2010_004654_resized.jpg,car,6
sub-03,ses-04,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\flower\n11939491_25038_resized.jpg,flower,12
sub-03,ses-02,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\aeroplane\007088_resized.jpg,aeroplane,0
sub-20,ses-01,run-02,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\sheep\002802_resized.jpg,sheep,16
sub-23,ses-03,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\chair\n04099969_2174_resized.jpg,chair,8
sub-28,ses-02,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\bottle\n03983396_2057_resized.jpg,bottle,4
sub-29,ses-03,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\sofa\n04344873_2026_resized.jpg,sofa,17
sub-29,ses-03,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bus\002278_resized.jpg,bus,5
sub-17,ses-01,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\chair\000905_resized.jpg,chair,8
sub-23,ses-02,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\chair\n04099969_6751_resized.jpg,chair,8
sub-03,ses-01,run-04,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\train\003203_resized.jpg,train,18
sub-19,ses-01,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\flower\n11939491_5500_resized.jpg,flower,12
sub-02,ses-05,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\flower\n11939491_20989_resized.jpg,flower,12
sub-28,ses-02,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\diningtable\n03201208_39406_resized.jpg,diningtable,10
sub-29,ses-03,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\aeroplane\2009_003883_resized.jpg,aeroplane,0
sub-19,ses-02,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\cow\n02408429_17742_resized.jpg,cow,9
sub-29,ses-01,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\person\2008_001139_resized.jpg,person,15
sub-09,ses-01,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\sofa\n04344873_42009_resized.jpg,sofa,17
sub-23,ses-02,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\horse\2008_005589_resized.jpg,horse,13
sub-28,ses-02,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\diningtable\n03201208_24122_resized.jpg,diningtable,10
sub-19,ses-02,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\cat\001156_resized.jpg,cat,7
sub-09,ses-01,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bus\2008_003381_resized.jpg,bus,5
sub-24,ses-04,run-04,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\bicycle\n02835271_22263_resized.jpg,bicycle,1
sub-20,ses-03,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\dog\2008_001479_resized.jpg,dog,11
sub-03,ses-01,run-03,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\bird\2009_003685_resized.jpg,bird,2
sub-20,ses-01,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\diningtable\n03201208_55384_resized.jpg,diningtable,10
sub-05,ses-03,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\sheep\2009_001732_resized.jpg,sheep,16
sub-20,ses-01,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\cow\n02408429_2953_resized.jpg,cow,9
sub-15,ses-03,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\tvmonitor\n04152593_10559_resized.jpg,tvmonitor,19
sub-03,ses-04,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\aeroplane\2010_002638_resized.jpg,aeroplane,0
sub-28,ses-02,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\train\001383_resized.jpg,train,18
sub-17,ses-04,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\boat\n03095699_13277_resized.jpg,boat,3
sub-15,ses-01,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\sheep\2010_001175_resized.jpg,sheep,16
sub-05,ses-01,run-02,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\diningtable\n03201208_23130_resized.jpg,diningtable,10
sub-02,ses-05,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bird\2009_003002_resized.jpg,bird,2
sub-05,ses-05,run-04,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\person\2010_000358_resized.jpg,person,15
sub-23,ses-03,run-02,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\sheep\n02412080_2393_resized.jpg,sheep,16
sub-29,ses-01,run-02,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\cow\2008_007273_resized.jpg,cow,9
sub-24,ses-03,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\diningtable\n03201208_25137_resized.jpg,diningtable,10
sub-17,ses-04,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\train\000270_resized.jpg,train,18
sub-19,ses-02,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bottle\2009_003517_resized.jpg,bottle,4
sub-15,ses-03,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\cat\001404_resized.jpg,cat,7
sub-20,ses-02,run-02,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\bottle\2009_003562_resized.jpg,bottle,4
sub-09,ses-05,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\cat\2011_001971_resized.jpg,cat,7
sub-14,ses-01,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\chair\n04099969_2121_resized.jpg,chair,8
sub-15,ses-01,run-02,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\cow\n02403003_4318_resized.jpg,cow,9
sub-17,ses-05,run-03,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\sheep\2008_008623_resized.jpg,sheep,16
sub-05,ses-03,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bird\2010_002436_resized.jpg,bird,2
sub-23,ses-04,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\cat\2008_004074_resized.jpg,cat,7
sub-14,ses-05,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\sofa\n04344873_14384_resized.jpg,sofa,17
sub-15,ses-05,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\horse\n02389026_5677_resized.jpg,horse,13
sub-19,ses-04,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\person\2011_002308_resized.jpg,person,15
sub-14,ses-05,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\aeroplane\2010_000418_resized.jpg,aeroplane,0
sub-15,ses-01,run-02,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\bird\2008_005649_resized.jpg,bird,2
sub-19,ses-02,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\motorbike\005787_resized.jpg,motorbike,14
sub-09,ses-05,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\dog\2008_000761_resized.jpg,dog,11
sub-09,ses-01,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\tvmonitor\n04152593_32790_resized.jpg,tvmonitor,19
sub-20,ses-01,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\flower\n11939491_41346_resized.jpg,flower,12
sub-02,ses-03,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\cat\2010_001417_resized.jpg,cat,7
sub-20,ses-01,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\tvmonitor\n03782006_7405_resized.jpg,tvmonitor,19
sub-09,ses-05,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\tvmonitor\n03782006_5671_resized.jpg,tvmonitor,19
sub-19,ses-02,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\cow\004233_resized.jpg,cow,9
sub-29,ses-04,run-04,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\sofa\000941_resized.jpg,sofa,17
sub-02,ses-04,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\motorbike\n03791053_498_resized.jpg,motorbike,14
sub-03,ses-01,run-04,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\motorbike\n03785016_7390_resized.jpg,motorbike,14
sub-17,ses-04,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\dog\2009_002445_resized.jpg,dog,11
sub-17,ses-01,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\person\2008_003874_resized.jpg,person,15
sub-19,ses-02,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\boat\n04483307_17353_resized.jpg,boat,3
sub-29,ses-04,run-01,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\cat\001610_resized.jpg,cat,7
sub-28,ses-05,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\aeroplane\005391_resized.jpg,aeroplane,0
sub-09,ses-03,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\flower\n11939491_25657_resized.jpg,flower,12
sub-19,ses-04,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\horse\n02389026_10213_resized.jpg,horse,13
sub-05,ses-03,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\sofa\005353_resized.jpg,sofa,17
sub-29,ses-04,run-02,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\dog\005194_resized.jpg,dog,11
sub-05,ses-03,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\flower\n11939491_7719_resized.jpg,flower,12
sub-14,ses-01,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\sofa\2010_000329_resized.jpg,sofa,17
sub-23,ses-04,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\diningtable\n03201208_18939_resized.jpg,diningtable,10
sub-09,ses-01,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\horse\2010_005107_resized.jpg,horse,13
sub-29,ses-01,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\sheep\n02415577_1336_resized.jpg,sheep,16
sub-09,ses-05,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\dog\2009_004200_resized.jpg,dog,11
sub-29,ses-03,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\motorbike\004151_resized.jpg,motorbike,14
sub-19,ses-01,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\tvmonitor\n03782006_5705_resized.jpg,tvmonitor,19
sub-20,ses-01,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\bicycle\n02835271_9494_resized.jpg,bicycle,1
sub-15,ses-05,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\sofa\n04344873_11903_resized.jpg,sofa,17
sub-09,ses-05,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\flower\n11939491_7543_resized.jpg,flower,12
sub-20,ses-01,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\bottle\n03983396_11716_resized.jpg,bottle,4
sub-28,ses-05,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\sheep\n02412080_14876_resized.jpg,sheep,16
sub-29,ses-04,run-02,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\motorbike\n03785016_4794_resized.jpg,motorbike,14
sub-28,ses-05,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bird\2008_008284_resized.jpg,bird,2
sub-14,ses-01,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\chair\n02791124_1737_resized.jpg,chair,8
sub-02,ses-04,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\motorbike\n03785016_20943_resized.jpg,motorbike,14
sub-03,ses-01,run-01,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\flower\n11939491_7719_resized.jpg,flower,12
sub-24,ses-03,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\motorbike\n03785016_16809_resized.jpg,motorbike,14
sub-02,ses-04,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\horse\n02389026_7019_resized.jpg,horse,13
sub-15,ses-01,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\tvmonitor\n03782006_537_resized.jpg,tvmonitor,19
sub-02,ses-03,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\bird\005285_resized.jpg,bird,2
sub-28,ses-03,run-02,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\boat\n03095699_32716_resized.jpg,boat,3
sub-14,ses-01,run-02,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\horse\007805_resized.jpg,horse,13
sub-24,ses-01,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\flower\n11939491_4544_resized.jpg,flower,12
sub-05,ses-03,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\car\001623_resized.jpg,car,6
sub-28,ses-03,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\motorbike\n03785016_16939_resized.jpg,motorbike,14
sub-29,ses-04,run-02,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\bird\2009_001360_resized.jpg,bird,2
sub-28,ses-03,run-02,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\diningtable\n03201208_34436_resized.jpg,diningtable,10
sub-09,ses-01,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bus\n04487081_6106_resized.jpg,bus,5
sub-20,ses-02,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\bus\n04487081_21328_resized.jpg,bus,5
sub-03,ses-04,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\horse\n02389026_113_resized.jpg,horse,13
sub-17,ses-05,run-02,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\person\2008_002677_resized.jpg,person,15
sub-28,ses-05,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\diningtable\n03201208_28965_resized.jpg,diningtable,10
sub-20,ses-01,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\bus\n04487081_21514_resized.jpg,bus,5
sub-20,ses-03,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\motorbike\n03785016_3468_resized.jpg,motorbike,14
sub-15,ses-05,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\sheep\n02412080_5765_resized.jpg,sheep,16
sub-15,ses-05,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\flower\n11939491_5392_resized.jpg,flower,12
